File Name,Original Size (bytes),Compressed Size (bytes)
txt_example_huffman2decompressed.txt,15731,9052
bmp_example2_huffman2decompressed.bmp,53747850,53046109
bmp_example_huffman2decompressed.bmp,518456,508809
wav_example4_huffman2decompressed.wav,10543996,9748543
wav_example_huffman2decompressed.wav,47030,23274
wav_example2_huffman2decompressed.wav,441044,437145
wav_example3_huffman2decompressed.wav,1048420,887916
