File Name,Original Size (bytes),Compressed Size (bytes)
wav_example2_huffman0decompressed.wav,441044,436631
wav_example4_huffman0decompressed.wav,10543996,9748029
wav_example3_huffman0decompressed.wav,1048420,887402
bmp_example2_huffman0decompressed.bmp,53747850,53045595
txt_example_huffman0decompressed.txt,15731,8884
bmp_example_huffman0decompressed.bmp,518456,508295
wav_example_huffman0decompressed.wav,47030,23032
